Team,Season,Player,Player_number,Position,Captain,Born,Birthplace,Age,Height,Weight,Stick,Player_link
Amur Khabarovsk,2020-2021,Sergei Tereschenko,52,D,,1991,"Magnitogorsk, RUS",31,188,96,R,https://www.eliteprospects.com/player/47511/sergei-tereschenko
Amur Khabarovsk,2020-2021,Pavel Turbin,34,D,“A,1990,"Omsk, RUS",33,183,87,R,https://www.eliteprospects.com/player/43861/pavel-turbin
Amur Khabarovsk,2020-2021,Valeri Vasilyev,6,D,,1994,"Moskva, RUS",29,188,101,L,https://www.eliteprospects.com/player/123080/valeri-vasilyev
Amur Khabarovsk,2020-2021,Nikita Zimin,39,D,,2000,"Moskva, RUS",22,182,92,L,https://www.eliteprospects.com/player/396512/nikita-zimin
Amur Khabarovsk,2020-2021,Dmitri Arkhipov,92,LW,,1993,"Novocheboksarsk, RUS",30,192,100,L,https://www.eliteprospects.com/player/70422/dmitri-arkhipov
Amur Khabarovsk,2020-2021,Vladimir Butuzov,17,RW,,1994,"Prokopyevsk, RUS",29,187,89,R,https://www.eliteprospects.com/player/160606/vladimir-butuzov
Amur Khabarovsk,2020-2021,Yegor Domnichev,15,F,,2001,"Yaroslavl, RUS",22,180,78,L,https://www.eliteprospects.com/player/514180/yegor-domnichev
Amur Khabarovsk,2020-2021,Danil Faizullin,93,LW,,1993,"Kazan, RUS",29,185,86,R,https://www.eliteprospects.com/player/97482/danil-faizullin
Amur Khabarovsk,2020-2021,Danil Fyodorov,72,F,,2001,,21,185,75,R,https://www.eliteprospects.com/player/542312/danil-fyodorov
Amur Khabarovsk,2020-2021,Artur Gizdatullin,87,C,,1997,"Almetievsk, RUS",25,183,87,L,https://www.eliteprospects.com/player/301510/artur-gizdatullin
Amur Khabarovsk,2020-2021,Denis Golubev,28,C/RW,,1991,"Magnitogorsk, RUS",31,181,92,R,https://www.eliteprospects.com/player/44891/denis-golubev
Amur Khabarovsk,2020-2021,Alexander Gorshkov,61,LW/RW,,1991,"Surgut, RUS",32,173,73,R,https://www.eliteprospects.com/player/98989/alexander-gorshkov
Amur Khabarovsk,2020-2021,Sergei Ivanov,7,F,,2000,,22,184,78,L,https://www.eliteprospects.com/player/452122/sergei-ivanov
Amur Khabarovsk,2020-2021,Maxim Kapiturov,59,C/RW,,1995,"Chelyabinsk, RUS",27,185,84,L,https://www.eliteprospects.com/player/212429/maxim-kapiturov
Amur Khabarovsk,2020-2021,Stanislav Katsuba,91,C/RW,,1991,"Khabarovsk, RUS",32,184,89,L,https://www.eliteprospects.com/player/101453/stanislav-katsuba
Amur Khabarovsk,2020-2021,Ignat Korotkikh,97,C,,2002,"Vanino, RUS",20,188,83,L,https://www.eliteprospects.com/player/595265/ignat-korotkikh
Amur Khabarovsk,2020-2021,Alexander Kuznetsov,84,C,,1992,"Moskva, RUS",31,182,87,L,https://www.eliteprospects.com/player/75332/alexander-kuznetsov
Amur Khabarovsk,2020-2021,Dmitri Lugin,21,RW/LW,,1990,"Khabarovsk, RUS",33,181,91,R,https://www.eliteprospects.com/player/19025/dmitri-lugin
Amur Khabarovsk,2020-2021,Vladimir Mikhasyonok,99,RW,,1998,"Sergiyev Posad, RUS",24,180,90,L,https://www.eliteprospects.com/player/398952/vladimir-mikhasyonok
Amur Khabarovsk,2020-2021,Alexander Polunin,90,LW/RW,,1997,"Moskva, RUS",26,174,82,R,https://www.eliteprospects.com/player/285681/alexander-polunin
Amur Khabarovsk,2020-2021,Valentin Pyanov,45,C/LW,,1991,"Novosibirsk, RUS",31,186,82,L,https://www.eliteprospects.com/player/43830/valentin-pyanov
Amur Khabarovsk,2020-2021,Mikhail Radenko,16,D/F,,2001,"Khabarovsk, RUS",21,185,77,L,https://www.eliteprospects.com/player/541662/mikhail-radenko
Amur Khabarovsk,2020-2021,Kirill Rasskazov,12,C,“A,1992,"Omsk, RUS",31,186,90,L,https://www.eliteprospects.com/player/106193/kirill-rasskazov
Amur Khabarovsk,2020-2021,Alexander P. Sharov,24,C,,1995,"Chelyabinsk, RUS",27,184,80,L,https://www.eliteprospects.com/player/211966/alexander-p.-sharov
Amur Khabarovsk,2020-2021,Vladislav Ushenin,71,LW,,1992,"Magnitogorsk, RUS",31,182,84,R,https://www.eliteprospects.com/player/157849/vladislav-ushenin
Amur Khabarovsk,2020-2021,Vyacheslav Ushenin,79,C,,1992,"Magnitogorsk, RUS",31,182,83,R,https://www.eliteprospects.com/player/157850/vyacheslav-ushenin
Amur Khabarovsk,2020-2021,Nail Yakupov,65,RW/LW,,1993,"Nizhnekamsk, RUS",29,180,89,L,https://www.eliteprospects.com/player/21228/nail-yakupov
Amur Khabarovsk,2020-2021,Matvei Zaseda,8,LW,,1999,"Khabarovsk, RUS",23,179,82,R,https://www.eliteprospects.com/player/338776/matvei-zaseda
Amur Khabarovsk,2020-2021,Artyom Zhelezkov,13,C,,1996,"Nizhny Tagil, RUS",27,182,91,L,https://www.eliteprospects.com/player/238265/artyom-zhelezkov
Amur Khabarovsk,2020-2021,Hynek Zohorna,20,RW/C,,1990,"Havlickuv Brod, CZE",32,188,96,R,https://www.eliteprospects.com/player/28129/hynek-zohorna
Amur Khabarovsk,2020-2021,Tomas Zohorna,80,C/LW,“C,1988,"Havlickuv Brod, CZE",35,185,95,L,https://www.eliteprospects.com/player/22772/tomas-zohorna
Neftekhimik Nizhnekamsk,2020-2021,Konstantin Barulin,35,G,,1984,"Karaganda, KAZ",38,186,93,L,https://www.eliteprospects.com/player/9582/konstantin-barulin
Neftekhimik Nizhnekamsk,2020-2021,Yevgeni Ivannikov,53,G,,1991,"St. Petersburg, RUS",32,182,84,L,https://www.eliteprospects.com/player/77186/yevgeni-ivannikov
Neftekhimik Nizhnekamsk,2020-2021,Fyodor Korotayev,39,G,,1997,,25,190,90,L,https://www.eliteprospects.com/player/313582/fyodor-korotayev
Neftekhimik Nizhnekamsk,2020-2021,Yaroslav Ozolin,31,G,,2000,"Nizhnekamsk, RUS",22,186,82,L,https://www.eliteprospects.com/player/398460/yaroslav-ozolin
Neftekhimik Nizhnekamsk,2020-2021,Artyom Yevpak,20,G,,2001,"Nizhnekamsk, RUS",22,190,81,L,https://www.eliteprospects.com/player/532498/artyom-yevpak
Neftekhimik Nizhnekamsk,2020-2021,Roman Abrosimov,7,D,,1994,"Kazan, RUS",28,195,101,L,https://www.eliteprospects.com/player/163870/roman-abrosimov
Neftekhimik Nizhnekamsk,2020-2021,Alexander Bryntsev,22,D,,1995,"Seversk, RUS",28,193,97,L,https://www.eliteprospects.com/player/216571/alexander-bryntsev
Neftekhimik Nizhnekamsk,2020-2021,Roman Graborenko,92,D,,1992,"Mogilev, BLR",30,194,111,R,https://www.eliteprospects.com/player/17658/roman-graborenko
Neftekhimik Nizhnekamsk,2020-2021,Dinar Khairullov,59,D,,2000,"Nizhnekamsk, RUS",23,173,77,R,https://www.eliteprospects.com/player/398462/dinar-khairullov
Neftekhimik Nizhnekamsk,2020-2021,Alexander Loginov,18,D,“A,1987,"Ufa, RUS",36,178,92,L,https://www.eliteprospects.com/player/10491/alexander-loginov
Neftekhimik Nizhnekamsk,2020-2021,Sergei Martynov,27,D,,2000,"Izhevsk, RUS",22,190,78,L,https://www.eliteprospects.com/player/398464/sergei-martynov
Neftekhimik Nizhnekamsk,2020-2021,Bulat Motygullin,50,D,,1999,"Nizhnekamsk, RUS",23,182,79,L,https://www.eliteprospects.com/player/339588/bulat-motygullin
Neftekhimik Nizhnekamsk,2020-2021,Alexander Osipov,37,D,“C,1989,"Nizhny Tagil, RUS",34,186,95,R,https://www.eliteprospects.com/player/60812/alexander-osipov
Neftekhimik Nizhnekamsk,2020-2021,Alexei Puzanov,74,D,,1998,"Naberezhnye Chelny, RUS",24,186,88,L,https://www.eliteprospects.com/player/357287/alexei-puzanov
Neftekhimik Nizhnekamsk,2020-2021,Otso Rantakari,52,D,,1993,"Helsinki, FIN",29,182,86,R,https://www.eliteprospects.com/player/23041/otso-rantakari
Neftekhimik Nizhnekamsk,2020-2021,Gleb Semyonov,98,D,,1998,"Naberezhnye Chelny, RUS",24,195,93,L,https://www.eliteprospects.com/player/357282/gleb-semyonov
Neftekhimik Nizhnekamsk,2020-2021,Mikhail Sidorov,44,D,,1997,"Yaroslavl, RUS",25,184,95,R,https://www.eliteprospects.com/player/265741/mikhail-sidorov
Neftekhimik Nizhnekamsk,2020-2021,Alexei Volgin,63,D,,1990,"Samara, RUS",33,182,88,L,https://www.eliteprospects.com/player/99449/alexei-volgin
Neftekhimik Nizhnekamsk,2020-2021,Kirill Vorobyov,55,D,,1995,"Demikhovo, RUS",28,187,89,L,https://www.eliteprospects.com/player/104460/kirill-vorobyov
Neftekhimik Nizhnekamsk,2020-2021,Rafael Bikmullin,99,LW/C,,1997,"Nizhnekamsk, RUS",25,178,82,L,https://www.eliteprospects.com/player/312581/rafael-bikmullin
Neftekhimik Nizhnekamsk,2020-2021,Daniel Butsayev,88,F,,2001,"Grand Rapids, MI, USA",22,185,80,R,https://www.eliteprospects.com/player/514657/daniel-butsayev
Neftekhimik Nizhnekamsk,2020-2021,Mikhail Byakin,16,RW/C,,1997,"Moskva, RUS",26,177,71,R,https://www.eliteprospects.com/player/265117/mikhail-byakin
Neftekhimik Nizhnekamsk,2020-2021,Andrei Chivilyov,28,C,,2000,"Nizhnekamsk, RUS",23,186,84,L,https://www.eliteprospects.com/player/398481/andrei-chivilyov
Neftekhimik Nizhnekamsk,2020-2021,Jonas Enlund,25,LW/C,,1987,"Helsinki, FIN",35,183,95,L,https://www.eliteprospects.com/player/8067/jonas-enlund
Neftekhimik Nizhnekamsk,2020-2021,Vladimir Galuzin,10,C,,1988,"Nizhny Novgorod, RUS",34,180,79,L,https://www.eliteprospects.com/player/20630/vladimir-galuzin
Neftekhimik Nizhnekamsk,2020-2021,Artyom Golubovich,23,F,,1998,"Moskva, RUS",24,186,86,L,https://www.eliteprospects.com/player/337856/artyom-golubovich
Neftekhimik Nizhnekamsk,2020-2021,Maxim Groshev,90,RW/LW,,2001,"Agryz, RUS",21,186,87,L,https://www.eliteprospects.com/player/532511/maxim-groshev
Neftekhimik Nizhnekamsk,2020-2021,Libor Hudacek,79,RW/C,,1990,"Levoca, SVK",32,177,80,R,https://www.eliteprospects.com/player/17727/libor-hudacek
Neftekhimik Nizhnekamsk,2020-2021,Linus Johansson,71,C,,1992,"Ljungby, SWE",30,190,90,L,https://www.eliteprospects.com/player/16658/linus-johansson
Neftekhimik Nizhnekamsk,2020-2021,Timur Khafizov,87,C,,1998,"Kazan, RUS",24,193,96,R,https://www.eliteprospects.com/player/333977/timur-khafizov
Neftekhimik Nizhnekamsk,2020-2021,Marat Khairullin,61,RW,,1996,"Volzhsk, RUS",27,183,82,L,https://www.eliteprospects.com/player/262646/marat-khairullin
Neftekhimik Nizhnekamsk,2020-2021,Andrei Kostitsyn,46,LW/RW,,1985,"Novopolotsk, BLR",38,183,97,L,https://www.eliteprospects.com/player/6666/andrei-kostitsyn
Neftekhimik Nizhnekamsk,2020-2021,Alexander Kucheryavenko,15,C,“A,1987,"Belgorod, RUS",35,180,84,R,https://www.eliteprospects.com/player/9590/alexander-kucheryavenko
Neftekhimik Nizhnekamsk,2020-2021,Brandon McMillan,77,C/LW,,1990,"Richmond, BC, CAN",33,180,86,L,https://www.eliteprospects.com/player/14741/brandon-mcmillan
Neftekhimik Nizhnekamsk,2020-2021,Ilya Paranin,14,F,,2000,"Izhevsk, RUS",22,177,75,R,https://www.eliteprospects.com/player/398478/ilya-paranin
Neftekhimik Nizhnekamsk,2020-2021,Maxim Polkin,29,F,,2000,"Naberezhnye Chelny, RUS",22,182,78,L,https://www.eliteprospects.com/player/398480/maxim-polkin
Neftekhimik Nizhnekamsk,2020-2021,Nikita Popugayev,9,LW,,1998,"Moskva, RUS",24,197,91,R,https://www.eliteprospects.com/player/312680/nikita-popugayev
Neftekhimik Nizhnekamsk,2020-2021,Pavel Poryadin,24,LW,,1996,"Moskva, RUS",26,174,81,L,https://www.eliteprospects.com/player/230171/pavel-poryadin
Neftekhimik Nizhnekamsk,2020-2021,Bulat Shafigullin,91,LW/RW,,1999,"Nizhnekamsk, RUS",23,186,83,L,https://www.eliteprospects.com/player/339599/bulat-shafigullin
Neftekhimik Nizhnekamsk,2020-2021,Timur Sharifyanov,97,C,,1999,"Nizhnekamsk, RUS",23,187,86,L,https://www.eliteprospects.com/player/339606/timur-sharifyanov
Neftekhimik Nizhnekamsk,2020-2021,Ildar Shiksatdarov,11,RW,,1994,"Moskva, RUS",28,180,87,L,https://www.eliteprospects.com/player/155383/ildar-shiksatdarov
Neftekhimik Nizhnekamsk,2020-2021,Vladislav Shutov,42,F,,2001,"Nizhnekamsk, RUS",21,182,73,L,https://www.eliteprospects.com/player/532514/vladislav-shutov
