Team,Season,Player,Player_number,Position,Captain,Born,Birthplace,Age,Height,Weight,Stick,Player_link
Metallurg Novokuznetsk,2008-2009,Yevgeni Orlov,22,F,,1983,"Nizhny Tagil, RUS",39,175,75,L,https://www.eliteprospects.com/player/19106/yevgeni-orlov
Metallurg Novokuznetsk,2008-2009,Fyodor Polishchuk,18,LW/C,,1979,"Kolodistoe, UKR",43,174,80,L,https://www.eliteprospects.com/player/19102/fyodor-polishchuk
Metallurg Novokuznetsk,2008-2009,Alexander Shinkar,29,RW,,1981,"Ufa, RUS",41,187,87,L,https://www.eliteprospects.com/player/18320/alexander-shinkar
Metallurg Novokuznetsk,2008-2009,Denis Stasyuk,55,LW,,1985,"Angarsk, RUS",37,192,97,L,https://www.eliteprospects.com/player/19107/denis-stasyuk
Metallurg Novokuznetsk,2008-2009,Alexander Tatarinov,82,RW,,1982,"Yekaterinburg, RUS",41,180,98,L,https://www.eliteprospects.com/player/19111/alexander-tatarinov
Metallurg Novokuznetsk,2008-2009,Albert Vishnyakov,73,F,,1983,"Almetievsk, RUS",39,188,95,R,https://www.eliteprospects.com/player/18036/albert-vishnyakov
Dynamo Minsk,2008-2009,Andy Chiodo,30,G,,1983,"Toronto, ON, CAN",40,180,87,L,https://www.eliteprospects.com/player/8552/andy-chiodo
Dynamo Minsk,2008-2009,Matus Kostur,2,G,,1980,"Banska Bystrica, SVK",43,183,85,L,https://www.eliteprospects.com/player/11978/matus-kostur
Dynamo Minsk,2008-2009,Vitali Koval,1,G,,1980,"Perm, RUS",43,188,97,L,https://www.eliteprospects.com/player/18062/vitali-koval
Dynamo Minsk,2008-2009,Maxim Malyutin,35,G,,1988,"Yaroslavl, RUS",34,182,85,L,https://www.eliteprospects.com/player/19808/maxim-malyutin
Dynamo Minsk,2008-2009,Andrei Antonov,85,D,,1985,"Ramenskoe, RUS",38,176,86,L,https://www.eliteprospects.com/player/18067/andrei-antonov
Dynamo Minsk,2008-2009,Dmitri Korobov,5,D,,1989,"Novopolotsk, BLR",34,189,110,L,https://www.eliteprospects.com/player/28547/dmitri-korobov
Dynamo Minsk,2008-2009,Dmitri Krasotkin,71,D,,1971,"Rybinsk, RUS",51,182,92,L,https://www.eliteprospects.com/player/19549/dmitri-krasotkin
Dynamo Minsk,2008-2009,Richard Lintner,40,D,,1977,"Trencin, SVK",45,191,97,R,https://www.eliteprospects.com/player/580/richard-lintner
Dynamo Minsk,2008-2009,Alexander Makritsky,4,D,,1971,"Minsk, BLR",51,186,90,L,https://www.eliteprospects.com/player/18068/alexander-makritsky
Dynamo Minsk,2008-2009,Artyom Maryams,76,D,,1980,"Kirovsk, RUS",,184,86,L,https://www.eliteprospects.com/player/19118/artyom-maryams
Dynamo Minsk,2008-2009,Bryan Muir,79,D,,1973,"Winnipeg, MB, CAN",49,193,93,L,https://www.eliteprospects.com/player/4317/bryan-muir
Dynamo Minsk,2008-2009,Doug Nolan,15,D,,1976,"Quincy, MA, USA",47,187,95,L,https://www.eliteprospects.com/player/14646/doug-nolan
Dynamo Minsk,2008-2009,Igor Shvedov,7,D,,1987,"Novopolotsk, BLR",36,187,82,L,https://www.eliteprospects.com/player/19807/igor-shvedov
Dynamo Minsk,2008-2009,Andrei Spiridonov,87,D,,1984,"Moskva, RUS",39,183,84,L,https://www.eliteprospects.com/player/20211/andrei-spiridonov
Dynamo Minsk,2008-2009,Vadim Sushko,9,D,,1986,"Novopolotsk, BLR",37,180,91,L,https://www.eliteprospects.com/player/19806/vadim-sushko
Dynamo Minsk,2008-2009,Igor Ulanov,55,D,,1969,"Krasnokamsk, RUS",53,186,92,L,https://www.eliteprospects.com/player/8843/igor-ulanov
Dynamo Minsk,2008-2009,Viktor Andrushchenko,13,F,,1986,"Kyiv, UKR",37,174,85,L,https://www.eliteprospects.com/player/19757/viktor-andrushchenko
Dynamo Minsk,2008-2009,Maxim Balmochnykh,73,RW,,1979,"Lipetsk, RUS",44,185,98,L,https://www.eliteprospects.com/player/9593/maxim-balmochnykh
Dynamo Minsk,2008-2009,Yaroslav Chupris,68,LW,,1981,"Minsk, BLR",41,179,91,L,https://www.eliteprospects.com/player/18074/yaroslav-chupris
Dynamo Minsk,2008-2009,Ben Clymer,25,RW/D,,1978,"Minneapolis, MN, USA",45,183,90,R,https://www.eliteprospects.com/player/8788/ben-clymer
Dynamo Minsk,2008-2009,Sergei Demagin,86,LW,,1986,"Togliatti, RUS",36,183,88,L,https://www.eliteprospects.com/player/18072/sergei-demagin
Dynamo Minsk,2008-2009,Ilya Dokshin,75,C,,1981,"St. Petersburg, RUS",41,182,83,L,https://www.eliteprospects.com/player/19461/ilya-dokshin
Dynamo Minsk,2008-2009,Sergei Drozd,90,C/W,,1990,"Minsk, BLR",33,182,82,L,https://www.eliteprospects.com/player/17659/sergei-drozd
Dynamo Minsk,2008-2009,Dmitri Dudik,77,RW,,1977,"Minsk, BLR",45,184,91,R,https://www.eliteprospects.com/player/18071/dmitri-dudik
Dynamo Minsk,2008-2009,Jeff Giuliano,18,LW,,1979,"Nashua, NH, USA",43,175,93,L,https://www.eliteprospects.com/player/12590/jeff-giuliano
Dynamo Minsk,2008-2009,Hannes Hyvönen,8,RW,,1975,"Oulu, FIN",47,187,92,R,https://www.eliteprospects.com/player/2093/hannes-hyvonen
Dynamo Minsk,2008-2009,Sergei Kukushkin,70,LW,,1985,"Minsk, BLR",37,190,88,L,https://www.eliteprospects.com/player/12248/sergei-kukushkin
Dynamo Minsk,2008-2009,Alexander Kulakov,11,C/RW,,1983,"Minsk, BLR",40,182,89,L,https://www.eliteprospects.com/player/18069/alexander-kulakov
Dynamo Minsk,2008-2009,Yevgeni Kurilin,93,C,,1979,"Minsk, BLR",44,180,78,R,https://www.eliteprospects.com/player/18070/yevgeni-kurilin
Dynamo Minsk,2008-2009,Mike Maneluk,40,LW,,1973,"Winnipeg, MB, CAN",49,183,87,R,https://www.eliteprospects.com/player/10645/mike-maneluk
Dynamo Minsk,2008-2009,Dmitri Meleshko,19,LW/RW,,1982,"Minsk, BLR",40,182,83,R,https://www.eliteprospects.com/player/18079/dmitri-meleshko
Dynamo Minsk,2008-2009,Vladimir Mikhailov,50,F,,1989,"Grodno, BLR",34,183,85,R,https://www.eliteprospects.com/player/9290/vladimir-mikhailov
Dynamo Minsk,2008-2009,Andrei Mikhalyov,10,C/LW,,1978,"Minsk, BLR",45,182,91,L,https://www.eliteprospects.com/player/18073/andrei-mikhalyov
Dynamo Minsk,2008-2009,Justin Morrison,24,RW,,1979,"Los Angeles, CA, USA",43,191,100,R,https://www.eliteprospects.com/player/9455/justin-morrison
Dynamo Minsk,2008-2009,Geoff Platt,78,W/C,,1985,"Toronto, ON, CAN",37,176,82,L,https://www.eliteprospects.com/player/9469/geoff-platt
Dynamo Minsk,2008-2009,Pavel Razvadovsky,67,LW,,1989,"Minsk, BLR",33,179,80,R,https://www.eliteprospects.com/player/16756/pavel-razvadovsky
Dynamo Minsk,2008-2009,Georgi Ryazantsev,21,RW,,1986,"Lipetsk, RUS",37,183,100,L,https://www.eliteprospects.com/player/24176/georgi-ryazantsev
Dynamo Minsk,2008-2009,Kaspars Saulietis,91,RW/LW,,1987,"Riga, LAT",35,185,92,R,https://www.eliteprospects.com/player/11344/kaspars-saulietis
Dynamo Minsk,2008-2009,Andrei Stas,23,C,,1988,"Minsk, BLR",34,189,94,L,https://www.eliteprospects.com/player/20190/andrei-stas
Dynamo Minsk,2008-2009,Alexei Strakhov,14,RW,,1975,"Kharkov, UKR",47,176,79,R,https://www.eliteprospects.com/player/24178/alexei-strakhov
Dynamo Minsk,2008-2009,Jeff Ulmer,17,C/W,,1977,"Regina, SK, CAN",46,180,91,R,https://www.eliteprospects.com/player/3733/jeff-ulmer
Dynamo Minsk,2008-2009,Sergei Zadelyonov,22,C,,1976,"Glazov, RUS",47,178,89,L,https://www.eliteprospects.com/player/18077/sergei-zadelyonov
Dynamo Minsk,2008-2009,Alexander Zhidkikh,12,F,,1984,"Novopolotsk, BLR",39,176,76,L,https://www.eliteprospects.com/player/22083/alexander-zhidkikh
Vityaz Chekhov,2008-2009,Sergei Denisov,20,G,,1990,"Moskva, RUS",33,183,75,L,https://www.eliteprospects.com/player/30517/sergei-denisov
Vityaz Chekhov,2008-2009,Andrei Khaikin,42,G,,1988,,35,187,78,L,https://www.eliteprospects.com/player/195114/andrei-khaikin
Vityaz Chekhov,2008-2009,Dimitri Pätzold,32,G,,1983,"Ust-Kamenogorsk, KAZ",40,183,87,L,https://www.eliteprospects.com/player/10980/dimitri-patzold
Vityaz Chekhov,2008-2009,Boris Tortunov,73,G,,1973,"Chelyabinsk, RUS",49,180,82,L,https://www.eliteprospects.com/player/20529/boris-tortunov
Vityaz Chekhov,2008-2009,Alexei Volkov,30,G,,1980,"Yekaterinburg, RUS",43,191,94,L,https://www.eliteprospects.com/player/11995/alexei-volkov
Vityaz Chekhov,2008-2009,Bryan Berard,26,D,,1977,"Woonsocket, RI, USA",46,188,100,L,https://www.eliteprospects.com/player/9078/bryan-berard
Vityaz Chekhov,2008-2009,Artyom Bezrukov,33,D,,1982,"Izhevsk, RUS",40,184,93,L,https://www.eliteprospects.com/player/20196/artyom-bezrukov
Vityaz Chekhov,2008-2009,Alexei Grishin,93,D,,1988,"Chekhov, RUS",34,193,93,L,https://www.eliteprospects.com/player/20551/alexei-grishin
Vityaz Chekhov,2008-2009,Andrei Kolesnikov,4,D,,1989,"Barnaul, RUS",34,178,90,L,https://www.eliteprospects.com/player/15173/andrei-kolesnikov
Vityaz Chekhov,2008-2009,Alexei Litvinenko,6,D,,1980,"Ust-Kamenogorsk, KAZ",43,195,101,L,https://www.eliteprospects.com/player/18537/alexei-litvinenko
Vityaz Chekhov,2008-2009,Dmitri Loptev,39,D,,1984,"Kirovo-Chepetsk, RUS",38,187,98,R,https://www.eliteprospects.com/player/19727/dmitri-loptev
Vityaz Chekhov,2008-2009,Alexander S. Makarov,44,D,,1989,"Moskva, RUS",33,189,95,L,https://www.eliteprospects.com/player/32963/alexander-s.-makarov
Vityaz Chekhov,2008-2009,Dmitri Megalinsky,77,D,,1985,"Perm, RUS",38,191,108,L,https://www.eliteprospects.com/player/15679/dmitri-megalinsky
Vityaz Chekhov,2008-2009,Alexander Novikov,2,D,,1988,"Moskva, RUS",35,186,76,-,https://www.eliteprospects.com/player/169212/alexander-novikov
Vityaz Chekhov,2008-2009,Dmitri Polyakov,9,D,,1985,"Kovdor, RUS",38,174,74,L,https://www.eliteprospects.com/player/22938/dmitri-polyakov
Vityaz Chekhov,2008-2009,Yevgeni Sapozhkov,46,D,,1978,"Dubki, RUS",45,185,90,L,https://www.eliteprospects.com/player/19464/yevgeni-sapozhkov
Vityaz Chekhov,2008-2009,Derrick Walser,23,D,,1978,"New Glasgow, NS, CAN",45,178,88,L,https://www.eliteprospects.com/player/10663/derrick-walser
Vityaz Chekhov,2008-2009,Maxim Yeprev,27,D,,1988,"Podolsk, RUS",34,186,79,L,https://www.eliteprospects.com/player/20548/maxim-yeprev
Vityaz Chekhov,2008-2009,Sergei Zuborev,16,D,,1983,"Moskva, RUS",40,183,88,L,https://www.eliteprospects.com/player/19725/sergei-zuborev
Vityaz Chekhov,2008-2009,Yevgeni Alexandrov,34,RW,,1982,"Chelyabinsk, RUS",41,176,80,L,https://www.eliteprospects.com/player/19724/yevgeni-alexandrov
Vityaz Chekhov,2008-2009,Vadim Berdnikov,36,C,,1987,"Chelyabinsk, RUS",35,175,83,L,https://www.eliteprospects.com/player/19588/vadim-berdnikov
Vityaz Chekhov,2008-2009,Ruslan Bernikov,70,LW,,1977,"Domodedovo, RUS",45,189,102,L,https://www.eliteprospects.com/player/19565/ruslan-bernikov
Vityaz Chekhov,2008-2009,Pavel Boichenko,52,RW,,1975,"Funkovo, RUS",48,182,96,L,https://www.eliteprospects.com/player/20626/pavel-boichenko
Vityaz Chekhov,2008-2009,Alexander Golts,22,LW,,1972,"Chelyabinsk, RUS",51,178,74,L,https://www.eliteprospects.com/player/18644/alexander-golts
Vityaz Chekhov,2008-2009,Vladimir Karpov,11,LW/C,,1986,"Moskva, RUS",36,182,94,L,https://www.eliteprospects.com/player/19726/vladimir-karpov
Vityaz Chekhov,2008-2009,Maxim Kartoshkin,97,F,,1989,"Moskva, RUS",34,183,90,L,https://www.eliteprospects.com/player/50290/maxim-kartoshkin
Vityaz Chekhov,2008-2009,Yevgeni Khatsei,15,RW,,1976,"Chelyabinsk, RUS",,181,93,L,https://www.eliteprospects.com/player/19563/yevgeni-khatsei
Vityaz Chekhov,2008-2009,Gleb Klimenko,83,LW/RW,,1983,"Khabarovsk, RUS",39,174,81,R,https://www.eliteprospects.com/player/19470/gleb-klimenko
Vityaz Chekhov,2008-2009,Pyotr Kopytsov,61,F,,1989,"Moskva, RUS",34,189,88,L,https://www.eliteprospects.com/player/24634/pyotr-kopytsov
Vityaz Chekhov,2008-2009,Alexei Koznev,24,C,,1975,"Cherepovets, RUS",47,175,89,L,https://www.eliteprospects.com/player/21003/alexei-koznev
Vityaz Chekhov,2008-2009,Andrei Kuchin,21,LW,,1991,"Elektrougli, RUS",32,178,87,L,https://www.eliteprospects.com/player/17619/andrei-kuchin
Vityaz Chekhov,2008-2009,Alexei Muzhzhukhin,53,F,,1987,"Murmansk, RUS",35,184,83,R,https://www.eliteprospects.com/player/31326/alexei-muzhzhukhin
Vityaz Chekhov,2008-2009,Anton Nosov,47,LW,,1985,"Moskva, RUS",38,179,79,L,https://www.eliteprospects.com/player/20628/anton-nosov
Vityaz Chekhov,2008-2009,Artemi Panarin,69,LW,,1991,"Korkino, RUS",31,180,79,R,https://www.eliteprospects.com/player/24664/artemi-panarin
Vityaz Chekhov,2008-2009,Alexander Pavlinov,71,F,,1989,"Chekhov, RUS",33,173,77,L,https://www.eliteprospects.com/player/30518/alexander-pavlinov
Vityaz Chekhov,2008-2009,Nathan Perrott,8,RW,,1976,"Owen Sound, ON, CAN",46,183,103,R,https://www.eliteprospects.com/player/8914/nathan-perrott
Vityaz Chekhov,2008-2009,Igor Radulov,19,LW,,1982,"Nizhny Tagil, RUS",40,185,88,L,https://www.eliteprospects.com/player/12250/igor-radulov
Vityaz Chekhov,2008-2009,Denis Sergeyev,13,RW,,1983,"Moskva, RUS",39,187,93,R,https://www.eliteprospects.com/player/20629/denis-sergeyev
Vityaz Chekhov,2008-2009,Grigori Shafigulin,51,C,,1985,"Chelyabinsk, RUS",38,193,103,L,https://www.eliteprospects.com/player/9586/grigori-shafigulin
Vityaz Chekhov,2008-2009,Chris Simon,17,LW,,1972,"Wawa, ON, CAN",51,191,114,L,https://www.eliteprospects.com/player/8882/chris-simon
Vityaz Chekhov,2008-2009,Ahren Spylo,18,LW,,1983,"Waterloo, ON, CAN",39,191,102,L,https://www.eliteprospects.com/player/10836/ahren-spylo
Vityaz Chekhov,2008-2009,Yaroslav Tulyakov,87,F,,1990,"Podolsk, RUS",33,185,85,L,https://www.eliteprospects.com/player/31327/yaroslav-tulyakov
Vityaz Chekhov,2008-2009,Alexander Vasilyev,10,RW/C,,1989,"Elektrostal, RUS",34,179,84,L,https://www.eliteprospects.com/player/30516/alexander-vasilyev
Vityaz Chekhov,2008-2009,Darcy Verot,7,LW,,1976,"Radville, SK, CAN",46,183,92,L,https://www.eliteprospects.com/player/12016/darcy-verot
Vityaz Chekhov,2008-2009,Vladislav Yevseyev,57,LW,,1984,"Moskva, RUS",38,189,98,L,https://www.eliteprospects.com/player/20527/vladislav-yevseyev
Khimik Voskresensk,2008-2009,Yuri Gerasimov,40,G,,1979,"Balashikha, RUS",44,185,80,L,https://www.eliteprospects.com/player/22143/yuri-gerasimov
Khimik Voskresensk,2008-2009,Sergei Ogureshnikov,71,G,,1977,"Ust-Kamenogorsk, KAZ",46,186,85,L,https://www.eliteprospects.com/player/27531/sergei-ogureshnikov
Khimik Voskresensk,2008-2009,Andrei Vasilyev,20,G,,1979,"Yaroslavl, RUS",43,176,78,L,https://www.eliteprospects.com/player/22142/andrei-vasilyev
Khimik Voskresensk,2008-2009,Alexei Yegorov,35,G,,1976,"Saratov, RUS",46,180,85,L,https://www.eliteprospects.com/player/14593/alexei-yegorov
Khimik Voskresensk,2008-2009,Kirill Alexeyev,61,D,,1981,"Apatity, RUS",42,186,98,L,https://www.eliteprospects.com/player/19559/kirill-alexeyev
Khimik Voskresensk,2008-2009,Maxim Galkin,83,D,,1983,"Elektrostal, RUS",40,170,87,L,https://www.eliteprospects.com/player/22178/maxim-galkin
Khimik Voskresensk,2008-2009,Alexander Gorelov,77,D,,1981,"Moskva, RUS",41,193,93,L,https://www.eliteprospects.com/player/22179/alexander-gorelov
Khimik Voskresensk,2008-2009,Alexander Gromov,82,D,,1982,"Moskva, RUS",40,182,86,L,https://www.eliteprospects.com/player/22847/alexander-gromov
Khimik Voskresensk,2008-2009,Nikolai Ignatov,31,D,,1978,"Moskva, RUS",45,189,104,L,https://www.eliteprospects.com/player/19130/nikolai-ignatov
Khimik Voskresensk,2008-2009,Rustem Kamaletdinov,6,D,,1972,"Ufa, RUS",50,186,94,L,https://www.eliteprospects.com/player/20995/rustem-kamaletdinov
Khimik Voskresensk,2008-2009,Alexei Petrov,44,D,,1983,"Ukhta, RUS",40,184,97,L,https://www.eliteprospects.com/player/18968/alexei-petrov
Khimik Voskresensk,2008-2009,Anton Poleschuk,30,D,,1987,"Surgut, RUS",36,179,99,L,https://www.eliteprospects.com/player/20369/anton-poleschuk
Khimik Voskresensk,2008-2009,Yevgeni Pupkov,33,D,,1976,"Ridder, KAZ",,184,93,L,https://www.eliteprospects.com/player/20197/yevgeni-pupkov
Khimik Voskresensk,2008-2009,Dmitri Samarin,84,D,,1984,"Elektrostal, RUS",38,187,84,R,https://www.eliteprospects.com/player/18690/dmitri-samarin
Khimik Voskresensk,2008-2009,Andrej Strakhov,18,F/D,,1978,"Moskva, RUS",44,181,91,L,https://www.eliteprospects.com/player/20496/andrej-strakhov
Khimik Voskresensk,2008-2009,Yevgeni Viksna,43,D,,1990,"Shakhty, RUS",33,180,87,R,https://www.eliteprospects.com/player/24179/yevgeni-viksna
Khimik Voskresensk,2008-2009,Pavel Voroshnin,29,D,,1984,"Chelyabinsk, RUS",39,189,98,L,https://www.eliteprospects.com/player/13647/pavel-voroshnin
Khimik Voskresensk,2008-2009,Nikolai Zimin,47,D,,1983,"Khabarovsk, RUS",40,189,94,L,https://www.eliteprospects.com/player/22168/nikolai-zimin
Khimik Voskresensk,2008-2009,Viktor Bobrov,38,W/C,,1984,"Novocheboksarsk, RUS",39,185,80,L,https://www.eliteprospects.com/player/19219/viktor-bobrov
Khimik Voskresensk,2008-2009,Andrei Galushkin,17,F,,1976,"St. Petersburg, RUS",47,185,98,L,https://www.eliteprospects.com/player/19467/andrei-galushkin
Khimik Voskresensk,2008-2009,Viktor Gordiyuk,13,C/RW,,1970,"Odintsovo, RUS",53,181,86,L,https://www.eliteprospects.com/player/20426/viktor-gordiyuk
Khimik Voskresensk,2008-2009,Denis Kartsev,53,C,,1976,"Moskva, RUS",47,183,100,L,https://www.eliteprospects.com/player/20987/denis-kartsev
Khimik Voskresensk,2008-2009,Alexei Kolkunov,7,C,,1977,"Belgorod, RUS",46,187,97,R,https://www.eliteprospects.com/player/22177/alexei-kolkunov
Khimik Voskresensk,2008-2009,Sergei Korolyov,8,C,,1973,"Voskresensk, RUS",49,178,80,L,https://www.eliteprospects.com/player/20367/sergei-korolyov
Khimik Voskresensk,2008-2009,Denis Koroteyev,22,LW/RW,,1983,"Voskresensk, RUS",39,183,86,R,https://www.eliteprospects.com/player/22181/denis-koroteyev
Khimik Voskresensk,2008-2009,Dmitri Korotkov,95,C,,1985,"Moskva, RUS",38,193,95,L,https://www.eliteprospects.com/player/20556/dmitri-korotkov
Khimik Voskresensk,2008-2009,Alexander Kozhevnikov,11,LW,,1984,"Moskva, RUS",39,190,94,L,https://www.eliteprospects.com/player/18986/alexander-kozhevnikov
Khimik Voskresensk,2008-2009,Sergei Luchinkin,19,RW,,1976,"Dmitrov, RUS",46,178,84,L,https://www.eliteprospects.com/player/22186/sergei-luchinkin
Khimik Voskresensk,2008-2009,Mikhail Milyokhin,57,RW,,1988,"Saratov, RUS",34,193,111,L,https://www.eliteprospects.com/player/15236/mikhail-milyokhin
Khimik Voskresensk,2008-2009,Ivan Novoseltsev,70,LW,,1979,"Krasnoznamensk, RUS",44,185,83,L,https://www.eliteprospects.com/player/12236/ivan-novoseltsev
Khimik Voskresensk,2008-2009,Mikhail Panshin,37,LW,,1983,"Cherepovets, RUS",40,182,86,R,https://www.eliteprospects.com/player/20370/mikhail-panshin
Khimik Voskresensk,2008-2009,Alexander Romanov,48,RW/C,,1980,"Voskresensk, RUS",42,191,95,L,https://www.eliteprospects.com/player/22185/alexander-romanov
Khimik Voskresensk,2008-2009,Alexander Romanovsky,85,LW/RW,,1987,"Moskva, RUS",35,188,95,L,https://www.eliteprospects.com/player/22172/alexander-romanovsky
Khimik Voskresensk,2008-2009,Roman Savichev,90,F,,1985,"Tver, RUS",38,180,80,L,https://www.eliteprospects.com/player/22170/roman-savichev
Khimik Voskresensk,2008-2009,Sergei Sentyurin,41,W,,1987,"Moskva, RUS",35,193,105,R,https://www.eliteprospects.com/player/18548/sergei-sentyurin
Khimik Voskresensk,2008-2009,Dmitri Shamolin,15,F,,1972,"Moskva, RUS",51,177,84,R,https://www.eliteprospects.com/player/20216/dmitri-shamolin
Khimik Voskresensk,2008-2009,Alexei Smirnov,21,LW,,1982,"Tver, RUS",41,193,97,L,https://www.eliteprospects.com/player/9555/alexei-smirnov
Khimik Voskresensk,2008-2009,Vladimir Stulov,25,LW,,1983,"Khorlovo, RUS",40,183,85,L,https://www.eliteprospects.com/player/22173/vladimir-stulov
Salavat Yulaev Ufa,2009-2010,Sergei Belov,31,G,,1982,"St. Petersburg, RUS",40,180,78,L,https://www.eliteprospects.com/player/19555/sergei-belov
Salavat Yulaev Ufa,2009-2010,Vitali Kolesnik,20,G,,1979,"Ust-Kamenogorsk, KAZ",43,191,95,L,https://www.eliteprospects.com/player/12246/vitali-kolesnik
Salavat Yulaev Ufa,2009-2010,Alexander Yeryomenko,30,G,,1980,"Moskva, RUS",43,180,78,L,https://www.eliteprospects.com/player/12286/alexander-yeryomenko
Salavat Yulaev Ufa,2009-2010,Miroslav Blatak,23,D,,1982,"Zlin, CZE",41,180,78,L,https://www.eliteprospects.com/player/8421/miroslav-blatak
Salavat Yulaev Ufa,2009-2010,Ilya Gorokhov,77,D,,1977,"Yaroslavl, RUS",45,180,91,R,https://www.eliteprospects.com/player/21041/ilya-gorokhov
Salavat Yulaev Ufa,2009-2010,Mikhail Grigoryev,5,D,,1991,"Tyumen, RUS",32,177,81,R,https://www.eliteprospects.com/player/20505/mikhail-grigoryev
Salavat Yulaev Ufa,2009-2010,Dmitri Kalinin,79,D,,1980,"Chelyabinsk, RUS",42,190,98,L,https://www.eliteprospects.com/player/8673/dmitri-kalinin
Salavat Yulaev Ufa,2009-2010,Kirill Koltsov,4,D,,1983,"Chelyabinsk, RUS",40,178,90,L,https://www.eliteprospects.com/player/9567/kirill-koltsov
Salavat Yulaev Ufa,2009-2010,Maxim Kondratyev,63,D,,1983,"Togliatti, RUS",40,185,90,L,https://www.eliteprospects.com/player/9384/maxim-kondratyev
Salavat Yulaev Ufa,2009-2010,Andrei Kuteikin,45,D,,1984,"Saratov, RUS",38,189,97,L,https://www.eliteprospects.com/player/17975/andrei-kuteikin
Salavat Yulaev Ufa,2009-2010,Vitali Proshkin,34,D,“A,1976,"Elektrostal, RUS",47,191,92,L,https://www.eliteprospects.com/player/12454/vitali-proshkin
Salavat Yulaev Ufa,2009-2010,Oleg Tverdovsky,70,D,,1976,"Donetsk, UKR",47,185,95,L,https://www.eliteprospects.com/player/8656/oleg-tverdovsky
Salavat Yulaev Ufa,2009-2010,Vladimir Antipov,35,LW/RW,“C,1978,"Apatity, RUS",45,179,94,L,https://www.eliteprospects.com/player/14378/vladimir-antipov
Salavat Yulaev Ufa,2009-2010,Alexander Chiglintsev,55,F,,1990,"Ufa, RUS",33,186,98,L,https://www.eliteprospects.com/player/50293/alexander-chiglintsev
Salavat Yulaev Ufa,2009-2010,Artyom Gordeyev,9,C,,1988,"Ufa, RUS",34,187,95,L,https://www.eliteprospects.com/player/15178/artyom-gordeyev
Salavat Yulaev Ufa,2009-2010,Igor Grigorenko,27,RW/C,,1983,"Togliatti, RUS",40,179,97,L,https://www.eliteprospects.com/player/9566/igor-grigorenko
Salavat Yulaev Ufa,2009-2010,Mika Hannula,33,RW,,1979,"Huddinge, SWE",44,180,86,R,https://www.eliteprospects.com/player/204/mika-hannula
Salavat Yulaev Ufa,2009-2010,Konstantin Koltsov,28,LW/RW,,1981,"Minsk, BLR",42,183,101,L,https://www.eliteprospects.com/player/8679/konstantin-koltsov
Salavat Yulaev Ufa,2009-2010,Viktor Kozlov,25,C/RW,,1975,"Togliatti, RUS",48,196,107,R,https://www.eliteprospects.com/player/8699/viktor-kozlov
Salavat Yulaev Ufa,2009-2010,Alexei Medvedev,58,C,,1982,"Penza, RUS",41,178,90,L,https://www.eliteprospects.com/player/18442/alexei-medvedev
Salavat Yulaev Ufa,2009-2010,Ruslan Nurtdinov,17,LW,,1980,"Ufa, RUS",43,176,84,R,https://www.eliteprospects.com/player/18446/ruslan-nurtdinov
Salavat Yulaev Ufa,2009-2010,Alexander Perezhogin,37,LW/RW,,1983,"Ust-Kamenogorsk, KAZ",39,182,100,L,https://www.eliteprospects.com/player/8669/alexander-perezhogin
Salavat Yulaev Ufa,2009-2010,Alexander Radulov,47,RW,,1986,"Nizhny Tagil, RUS",36,186,93,L,https://www.eliteprospects.com/player/8794/alexander-radulov
Salavat Yulaev Ufa,2009-2010,Pyotr Schastlivy,24,C,,1979,"Vikhorevka, RUS",44,184,95,L,https://www.eliteprospects.com/player/12245/pyotr-schastlivy
Salavat Yulaev Ufa,2009-2010,Andrei Sidyakin,7,RW,,1979,"Ufa, RUS",44,183,83,L,https://www.eliteprospects.com/player/18445/andrei-sidyakin
Salavat Yulaev Ufa,2009-2010,Andrei Taratukhin,22,C,“A,1983,"Omsk, RUS",40,187,101,L,https://www.eliteprospects.com/player/9569/andrei-taratukhin
Salavat Yulaev Ufa,2009-2010,Patrick Thoresen,41,LW/RW,,1983,"Oslo, NOR",39,182,91,L,https://www.eliteprospects.com/player/3419/patrick-thoresen
Salavat Yulaev Ufa,2009-2010,Dmitri Tsybin,50,RW,,1986,"Ufa, RUS",36,178,84,R,https://www.eliteprospects.com/player/36490/dmitri-tsybin
Salavat Yulaev Ufa,2009-2010,Vladimir Vorobyov,11,LW,,1972,"Cherepovets, RUS",50,190,93,R,https://www.eliteprospects.com/player/18435/vladimir-vorobyov
Salavat Yulaev Ufa,2009-2010,Sergei Zinovyev,42,C,,1980,"Prokopyevsk, RUS",43,180,80,L,https://www.eliteprospects.com/player/12285/sergei-zinovyev
Salavat Yulaev Ufa,2009-2010,Ilya Zubov,36,C,,1987,"Chelyabinsk, RUS",36,181,94,L,https://www.eliteprospects.com/player/9256/ilya-zubov
SKA St. Petersburg,2009-2010,Robert Esche,31,G,,1978,"Whitesboro, NY, USA",45,188,92,L,https://www.eliteprospects.com/player/8854/robert-esche
SKA St. Petersburg,2009-2010,Maxim Sokolov,37,G,,1972,"St. Petersburg, RUS",51,182,82,L,https://www.eliteprospects.com/player/14583/maxim-sokolov
SKA St. Petersburg,2009-2010,Dmitri Yachanov,40,G,,1972,"Kazan, RUS",51,182,86,L,https://www.eliteprospects.com/player/14582/dmitri-yachanov
